,EIN,Name,totcntrbgfts,totcntrbs
333,43201844,ST MARYS CENTER FOR WOMEN AND CHILDREN,,
334,43206301,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC ATTLEBORO TAUNTON AREA MOT,,
335,43209013,LAKEVILLE AREA MOTHERS CLUB INC,,
336,43210368,NORTH SHORE HELLENIC WOMENS GUILD INC,,100.0
337,43210469,SISTERS OF NOTRE DAME DE NAMUR UNITED STATES EAST WEST PROVINCE SISTERS OF NOTRE DAME DE NAMUR UNIT,,
338,43212264,VETERANS LEGAL SERVICES INC,985593.0,
339,43213321,SELF ESTEEM BOSTON EDUCATIONAL INSTITUTE INC,273882.0,
340,43218134,WEYMOUTH GIRLS BASKETBALL INC,,
341,43219257,CHINESE WOMENS ASSOCIATION OF NEW ENGLAND,,
342,43220139,ETHIOPIAN EDUCATION AND DEVELOPMENT CONSORTIUM INC,,10475.0
343,43220314,HEARTBEAT CRISIS PREGNANCY CENTER,,169203.0
344,43220484,WOMENS INSTITUTE REALTY INC,,
345,43220996,BAY STATE GIRLS SOFTBALL INC,,2750.0
346,43225619,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1994 CLASS OF,,
347,43226700,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MHFP,,
348,43228055,WOMENS BAR FOUNDATION OF MASSACHUSETTS INC,473388.0,
349,43236184,FRANCISCAN SISTERS OF THE IMMACULATE CONCEPTION,,
350,43236664,COMMITTEE FOR THE EQUALITY OF WOMEN AT HARVARD INC,,
351,43236982,NATIONAL NETWORK OF ABORTION FUNDS,,
352,43237106,SILENT SPRING INSTITUTE INC,4560422.0,
353,43238636,BPW BCEC INC,,27461.0
354,43240550,DEANAS EDUCATIONAL THEATER INC,,
355,43244632,CEDAR WOOD FOUNDATION INC STACEY MARIA D,60943.0,
356,43247061,BAIS YAAKOV OF BOSTON INC,1685298.0,
357,43249673,WELLESLEY COLLEGE ALUMNAE ASSOC 1994 CLASS,,
358,43250836,NEWBURYPORT GIRLS BASKETBALL ASSOCIATION LTD,,0.0
359,43251617,SOMERSET BERKLEY SOFTBALL LEAGUE,,3808.0
360,43254116,DARTMOUTH GIRLS LITTLE LEAGUE INC,,
361,43255938,CATHOLIC DAUGHTERS OF THE AMERICAS 2396 OUR LADY OF LOURDES,,
362,43256048,CATHOLIC DAUGHTERS OF THE AMERICAS 2395 OUR LADY OF KNOCK,,
363,43256236,CENTER FOR WOMEN AND ENTERPRISES INC,4118908.0,
364,43261067,MASSACHUSETTS WOMEN IN PUBLIC HIGHE R EDUCATION INC,,
365,43266589,RESOLVE OF THE BAY STATE INC DBA RESOLVE OF NEW ENGLAND,289540.0,
366,43267287,FRIENDS OF GRANDMOTHERS GARDEN INC,13635.0,
367,43267287,FRIENDS OF GRANDMOTHERS GARDEN INC,20524.0,
368,43268599,ASSOCIATION OF HAITIAN WOMEN INC AFAB,376960.0,
369,43278546,CATHOLIC DAUGHTERS OF THE AMERICAS 2410 ST BERNADETTE,,
370,43280390,THE ELLIE FUND,1796612.0,
371,43282976,WELLESLEY COLLEGE ALUMNAE ASSOC 1995 CLASS,,
372,43283392,WORCESTER COUNTY CRUSH,0.0,
373,43286531,WOMEN ENCOURAGING EMPOWERMENT INC,,
374,43290689,ON THE RISE INC,1408356.0,
375,43293188,JEWISH WOMENS ARCHIVE INC,1335174.0,
376,43293694,MELROSE ALLIANCE AGAINST VIOLENCE,130219.0,
377,43294713,WORCESTER WOMENS HISTORY PROJECT INC,,110.0
378,43296952,GLOUCESTER FISHERMANS WIVES DEVELOPMENT PROGRAMS INC,,95260.0
379,43297646,BOSTON TRADESWOMENS NETWORK,,
380,43298538,PROVIDE INC,791869.0,
381,43300490,HOUSE OF PEACE AND EDUCATION INC,,
382,43306021,CAPE COD WAVES GIRLS ICE HOCKEY INC,,
383,43306919,WOMENS SUCCESS NETWORK,,
384,43312358,MOTHER OF PEACE AND GRACES PILGRIMAGES INC,,
385,43318359,LA LECHE LEAGUE INTERNATIONAL INC LLL MARLBOROUGH,,
386,43321139,HELP US GET SAFE INC,,
387,43323317,BOSTON BLACK WOMENS HEALTH INSTITUTE INC,,
388,43325157,MADONNA DEL SOCCORSO DE SCIACCA WOMENS SOCIETY OF BOSTON INC,,
389,43327968,RIVERBROOK RESIDENCE INC,153322.0,
390,43330098,SINGLE MOTHERS INITIATIVE INC,,
391,43334254,FINANCIAL RESOURCES FOR WOMEN AND CHILDREN INC,,
392,43338801,ISLAMIC MULTI SERVICE ORGANIZATION INC,436784.0,
393,43341645,PORTAL TO HOPE,332555.0,
394,43342411,WOMENS FUND OF WESTERN MASSACHUSETTS,564135.0,
395,43353648,GLOBAL WOMENS HISTORY PROJECT INC,,
396,43353852,ALEWIFE NEIGHBORS INC,,
397,43355838,STURBRIDGE GIRLS SOFTBALL LEAGUE INC,,
398,43358624,MASSACHUSETTS BREASTFEEDING COALITION INC,,3315.0
399,43361590,ON BOARD INC,,
400,43365888,LEICESTER GIRLS SOFTBALL LEAGUE,,
401,43366190,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1997 CLASS OF,,
402,43368158,FOUNTAIN OF LIFE OUTREACH MINISTRIES NEW BIRTH CHURCH TDCC,,
403,43370241,SIPPICAN WOMANS CLUB,7855.0,
404,43370241,SIPPICAN WOMANS CLUB,8120.0,
405,43371964,THE WOMENS EDGE INC,245992.0,
406,43372808,GROWTH THROUGH LEARNING INC,408376.0,
407,43372866,WELLESLEY COLLEGE ALUMNAE ASSOC 1997 CLASS,,
408,43381522,CHARLES RIVER GIRLS HOCKEY INC,,
409,43389211,EMPLOYERS AGAINST DOMESTIC VIOLENCE INC,,
410,43389284,LA LECHE LEAGUE INTERNATIONAL INC LLL ARLINGTON ID 719,,
411,43391863,FATHERS AND MOTHERS INFANTS ELDERS AND YOUTH INC FAMILY INC,,
412,43391957,CHERNOBYL CHILDREN PROJECT USA INC,,
413,43391962,LA LECHE LEAGUE INTERNATIONAL INC LLL STOW,,
414,43398743,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION MARTHAS VINEYARD SEA COAST DEFENCE,,
415,43400639,SWANSEA GIRLS SOFTBALL LEAGUE,,
416,43404820,SOMERSET SENIOR GIRLS SOFTBALL LEAGUE INC,,
417,43409728,NATIONAL PARENTS ORGANIZATION INC,381555.0,
418,43411054,FRIENDS FIGHTING BREAST CANCER INC,,
419,43412128,WOMENS HOUSE OF PEACE INC,,
420,43416887,MASHPEE WOMENS CLUB,,6300.0
421,43418091,NEW SCHOOL FOR WOMEN INCORPORATED,,
422,43419577,NATIONAL ASSOCIATION OF NEGRO BUSINESS AND PROFESSIONAL WOMENS C BOSTON AND VICINITY CLUB INC,,
423,43424501,VICTORY GIRL PRODUCTIONS,,
424,43424615,WOMEN OF COLOR AIDS COUNCIL INC,,
425,43426463,WESTBOROUGH ROTARY FUND INC,,
426,43427743,HELP US GET SAFE H U G S II INC,,6054.0
427,43427966,ARTEMIS FUND INC,,697.0
428,43427966,ARTEMIS FUND INC,,1733.0
429,43428856,S A R A H S A R A H PROGRAM,,
430,43431534,HEALTHWORKS COMMUNITY FITNESS INC,200927.0,
431,43432269,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 972 000 90000962 ORCHARD COVE,,
432,43438481,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC HAMPSHIRE FRANKLIN COUNTY MOTC,,
433,43441215,WE SHARE FOUNDATION ANDOVER CHARITABLE TRUST,,
434,43449703,ROCHESTER GIRLS SOFTBALL LEAGUE,,
435,43451582,PEABODY YOUTH GIRLS SOFTBALL LEAGUE INC,,
436,43452297,HARVARD BUSINESS SCHOOL WOMENS ASSOCIATION,,
437,43454124,LEAP SELF DEFENSE INC,298763.0,
438,43454124,LEAP SELF DEFENSE INC,448122.0,
439,43458096,HARBORCOV INC,3169189.0,
440,43460243,MASSACHUSETTS NATIONAL ORG FOR WOMEN FOUNDATION INC,,11632.0
441,43464134,THE SENECA INC,,200.0
442,43464607,RAIDERS SOFTBALL INC,1692.0,
443,43464902,NATIONAL COUNCIL OF NEGRO WOMEN INC GREATER BOSTON SECTION,,
444,43466314,MASS GENERAL BRIGHAM INCORPORATED BRIGHAM AND WOMENS PHYSICIANS ORG,,
445,43468952,SETON ACADEMY FOR GIRLS INC NANCY STURCHIO,,
446,43469330,WELLESLEY COLLEGE ALUMNAE ASSOC 1999 CLASS,,
447,43469680,OBSTETRICAL SOCIETY OF BOSTON INC,,0.0
448,43473545,OUR DEAF SURVIVORS CENTER INC,207004.0,
449,43477556,MASOC INC,10711.0,
450,43477556,MASOC INC,39870.0,
451,43478066,SUDBURY WAYLAND LINCOLN DOMESTIC VIOLENCE ROUNDTABLE INC,,22953.0
452,43478066,SUDBURY WAYLAND LINCOLN DOMESTIC VIOLENCE ROUNDTABLE INC,,10945.0
453,43478437,WOMENS CHRISTIAN OUTREACH,,
454,43482871,GLOBAL MINISTRIES OF FAITH INC,,
455,43487205,HEALTH CARE WITHOUT WALLS INC,1355501.0,
456,43488106,TAILORED FOR SUCCESS,85522.0,
457,43489727,VALLEY WOMENS HISTORY COLLABORATIVE INC,,
458,43490188,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC HAMPDEN COUNTY MOTHERS OF TWINS,,
459,43492739,PHYLLIS VECCHIA CREATIVE DRAMATICS INC,,12750.0
460,43493675,BARAKAT INC,,
461,43493775,WOMEN OF WORSHIP WOW MINISTRIES,,
462,43494863,BRIGHAM AND WOMENS OB BYN RSCH AND ED,,
463,43495354,WOMENS LEAGUE OF READING INC,,
464,43502480,CAPE COD HEALTHCARE INC WOMENS IMAGING CENTER OF CAPE COD,,
465,43502604,EASTERN MASSACHUSETTS ABORTION FUND EASTERN MA ABORTION FUND,,110482.0
466,43503216,BELMONT GIRLS SOFTBALL ASSOCIATION,,
467,43505713,LA LECHE LEAGUE INTERNATIONAL INC LLL CHICOPEE SPRINGFIELD ID 673,,
468,43506574,FIND THE CAUSE INC,919404.0,
469,43507716,NEIGHBOR TO NEIGHBOR MASSACHUSETTS EDUCATION FUND INC,1781069.0,
470,43514623,WELLESLEY COLLEGE ALUMNAE ASSOC 2000 CLASS,,
471,43515144,BREAST CANCER GOLF CHALLENGE INC,,
472,43516496,ZONTA INTERNATIONAL QUABOAG VALLEY,,
473,43519394,DOMESTIC VIOLENCE SERVICES NETWORK INC,394140.0,
474,43519538,PIONEER VALLEY CHAPTER OF LPGA GIRLS GOLF CLUB,,
475,43519672,NATIONAL CHARITY LEAGUE MIDDLESEX CHAPTER,,
476,43520881,RESEARCH FOUNDATION FOR THE TREATMENT OF OVARIAN CANCER INC,344005.0,
477,43521379,CHARLESTOWN MOTHERS ASSOCIATION INC,,44621.0
478,43521476,EAST BOSTON GIRLS SOFT BALL INC,,
479,43522717,VIRGINIA THURSTON HEALING GARDEN INC THE VIRGINIA THURSTON HEALING GARD,,
480,43525027,SOUTH ATTLEBORO GIRLS RECREATION ASSOCIATION,,10705.0
481,43525027,SOUTH ATTLEBORO GIRLS RECREATION ASSOCIATION,,8921.0
482,43525027,SOUTH ATTLEBORO GIRLS RECREATION ASSOCIATION,,8921.0
483,43526409,WOMEN IN LAW ENFORCEMENT,,
484,43528797,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC SEASIDE MOM,,
485,43528815,GIVING TREES FOR LIFE INC,,27354.0
486,43529643,BERKSHIRE NURSING FAMILIES INC,171505.0,
487,43532986,CLEARWAY CLINIC INC,842241.0,
488,43534113,WOMEN IN THE ENTERPRISE OF SCIENCE AND TECHNOLOGY INC,,146318.0
489,43539167,ACT NOW INC,,
490,43540499,LA LECHE LEAGUE INTERNATIONAL INC LLL FRAMINGHAM ID 703,,
491,43544605,EASTON WOMEN OF TODAY INC,,
492,43544923,NATIONAL ASSOCIATION OF NEGRO BUSINESS AND PROFESSIONAL WOMENS C METRO BAY AREA CLUB,,
493,43546884,M PATRICIA CRONIN FOUNDATION TO FIGHT OVARIAN CANCER INC,,
494,43546913,ROAD RUNNERS CLUB OF AMERICA PIONEER VALLEY WOMENS RUNING CLUB,,
495,43546990,LA LECHE LEAGUE INTERNATIONAL INC LLL SOUTH BERKSHIRE COUNTY ID 722,,
496,43549382,BRAZILIAN WOMENS GROUP INC,365679.0,
497,43552206,UKRAINIAN NATIONAL WOMENS LEAGUE OF AMERICA INC 126,,
498,43552606,LA LECHE LEAGUE INTERNATIONAL INC LLL WORCESTER ID 674,,
499,43553385,LA LECHE LEAGUE INTERNATIONAL INC LLL STURBRIDGE,,
500,43554619,TRANSITIONAL WOMEN OF INDEPENDANT NEEDS,,
501,43554741,DRESS FOR SUCCESS BOSTON INC,561457.0,
502,43555217,SEEKONK GIRLS SOFTBALL LEAGUE INC,,
503,43559339,LA LECHE LEAGUE INTERNATIONAL INC LLL ASHLAND HOLLISTON HOPKINGTON,,
504,43559924,NWS ELITE INC,,
505,43562282,CULTURAL ACCESS CONSORTIUM INC,,
506,43564460,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2001 CLASS,,
507,43567790,FRIENDS OF MAITI NEPAL A NON PROFIT CORPORATION,245422.0,
508,43568422,LEICESTER WOMENS CLUB,,
509,43570050,MASSACHUSETTS BLACK WOMEN ATTORNEYS FOUNDATION INC,,
510,43573832,FAMILY NONVIOLENCE INC,,
511,43577826,CATHOLIC DAUGHTERS OF THE AMERICAS 2492 SENORA DE GUADALUPE,,
512,43582042,WOMEN EMPOWERED TO MAKE HEALTHY CHOICES INC,,
513,43583648,RETT SYNDROME ASSOCIATION OF MASSACHUSETTS INC,,50719.0
514,43583668,MARTHAS VINEYARD GIRLS ICE HOCKEY BOOSTER,,
515,43680146,LA LECHE LEAGUE OF LEXINGTON MASSACHUSETTS LEAGUE OF MA RI VT LLL LEXINGTON MA ID 13376,,
516,43748737,LADIES LIBRARY ASSOCIATION OF RANDOLPH,,1975.0
517,46004286,VINCENT MEMORIAL HOSPITAL FOUNDATION INC,210320.0,
518,46004739,BETHANY UNION FOR YOUNG WOMEN,,
519,46014041,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC UXBRIDGE WOMANS CLUB,,
520,46014064,SALEM PROTESTANT LADIES ASSOC U W THOMAS F ODELL,,
521,46038785,SARGENT MURRAY GILMAN HOUGH HOUSE ASSN,15878.0,
522,46040207,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC TEMPLETON WOMANS CLUB,,
523,46041135,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC MILLBURY WOMANS CLUB INC,,
524,46043203,CATHOLIC DAUGHTERS OF THE AMERICAS 864 SACRED HEART,,
525,46046577,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC HARVARD WOMANS CLUB,,
526,46047246,AMHERST WOMANS CLUB INC,23540.0,
527,46047508,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC READING WOMANS CLUB,,
528,46047918,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION DEBORAH SAMPSON DAR,,
529,46047961,WELLESLEY HILLS WOMANS CLUB SCHOLARSHIP TRUST,,
530,46048141,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION PRUDENCE WRIGHT DAR,,
531,46048175,ZETA ALPHA ALUMNAE ASSOCIATION,,
532,46048542,TAU ZETA EPSILON ALUMNAE ASSOCIATION,,
533,46048666,BEVERLY FEMALE CHARITABLE SOCIETY,,
534,46048755,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COL JOHN ROBINSON DAR,,
535,46049426,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF MERRIMACK VALLEY,,
536,46050645,GARDNER COLBY MINISTERIAL RELIEF SOCIETY,,
537,46050736,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COL TIMOTHY PICKERING DAR,,
538,46051117,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC BRAINTREE WOMENS CLUB,,
539,46051819,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC THURSDAY MORNING CLUB,,
540,46051852,ALUMNAE I ASSOCIATION OF SIMMONS UNIVERSITY,,20922.0
541,46052429,LADIES BENEVOLENT SOCIETY OF NORTHFIELD FARMS,,1705.0
542,46052429,LADIES BENEVOLENT SOCIETY OF NORTHFIELD FARMS,,2041.0
543,46053237,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION DEBORAH WHEELOCK DAR,,
544,46053252,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC CABOT CLUB MIDDLEBOROUGH,,
545,46053314,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WALPOLE WOMANS CLUB,,
546,46053407,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC BOSTON PARL LAW CLUB,,
547,46053971,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PRESIDENTS CLUB OF MASSACHUSETTS,,
548,46054572,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION LUCY JACKSON,,
549,46054595,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION MARGERY MORTON DAR,,
550,46056769,MANCHESTER WOMANS CLUB,,
551,46057355,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION MANSFIELD DAR,,
552,46057629,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION FRAMINGHAM DAR,,
553,46059616,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CAPTAIN JOHN JOSLIN JR DAR,,
554,46059735,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC MELROSE WOMANS CLUB,,
555,46062192,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC CHICOPEE FALLS WOMANS CLUB,,
556,46063865,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WOMANS CLUB OF BROCKTON,,
557,46064180,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC STOUGHTON WOMANS CLUB,,
558,46064461,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC NORTHBOROUGH WOMANS CLUB,,
559,46065023,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY COLLEGE ALUMNAE BOSTON,,
560,46065916,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CAPT JOB KNAPP DAR,,
561,46066358,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC WORCESTER,,
562,46067330,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CHIEF JUSTICE CUSHING DAR,,
563,46068293,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION OLD CONCORD DAR,,
564,46071076,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION WAYSIDE INN DAR,,
565,46071612,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GLOUCESTER WOMANS CLUB,,
566,46074385,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION DOLLY WOODRIDGE EUINCE DAY DAR,,
567,46074459,SHAKESPEARE SOCIETY ALUMNAE ASSOCIATION,,
568,46077907,WELLESLEY COLLEGE ALUMNAE ASSOC 1958 CLASS,,
569,46087738,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION GENERAL ISRAEL PUTNAM DAR,,
570,46088067,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC RANDOLPH JUNIOR WOMANS CLUB,,
571,46088367,MASSACHUSETTS MEMORIAL HOSPITALS NURSES ALUMNAE ASSOCIATION INC,,
572,46088747,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION FIRST RESISTANCE DAR,,
573,46093211,WOMENS SEAFARERS FRIEND SOCIETY CORP,,
574,46108562,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION HANNAH GODDARD DAR,,
575,46109258,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WOMANS CLUB OF NEWTON HIGHLANDS,,
576,46109477,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION MASSACHUSETTS STATE SOCIETY DAR,,
577,46110301,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION ATTLEBORO DAR,,
578,46111616,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COL THOMAS LOTHROP OLD COLONY DAR,,
579,46111774,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CAPE ANN DAR,,
580,46111835,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION FANEUIL HALL OLD STATE HOUSE DAR,,
581,46112283,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION NEW BEDFORD DAR,,
582,46112349,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION MERCY WARREN DAR,,
583,46112438,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION LYDIA COBB QUEQUECHAN DAR,,
584,46112566,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC OUSAMEQUIN CLUB BRIDGEWATER,,
585,46112823,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION PAUL REVERE DAR,,
586,46112824,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COLONEL TIMOTHY BIGELOW DAR,12853.0,
587,46112858,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION GENERAL EBENEZER LEARNED DAR,,
588,46113114,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION LEXINGTON DAR,,
589,46113379,WOMENS COMMUNITY LEAGUE OF WESTON,,17150.0
590,46113392,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC FRAMINGHAM WOMENS CLUB,,
591,46114170,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC BEDFORD WOMANS COMMUNITY CLUB,,
592,46119537,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION JOSEPH COOLIDGE DAR,,
593,46119575,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION BRIGADIER GENERAL JAMES BRICKETT OL,,
594,46121699,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 17 SOMERVILLE ASSEMBLY,,
595,46122851,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WHITINSVILLE WOMANS CLUB,,
596,46123322,JUNIOR LEAGUE OF SPRINGFIELD MASS,,
597,46129176,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COLONEL WILLIAM MC INTOSH DAR,,
598,46133809,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC BOSTON,,
599,46147035,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF THE PIONEER VLLY,,
600,46149003,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC FALMOUTH WOMANS CLUB,,
601,46151904,NATIONAL COUNCIL OF JEWISH WOMEN INCORPORATED NEW BEDFORD SECTION,,0.0
602,46151904,NATIONAL COUNCIL OF JEWISH WOMEN INCORPORATED NEW BEDFORD SECTION,,12.0
603,46151906,NATIONAL COUNCIL OF JEWISH WOMEN INCORPORATED WORCESTER SECTION,,
604,46171406,WELLESLEY COLLEGE ALUMNAE ASSOC 1941 CLASS,,
605,46180543,WELLESLEY COLLEGE ALUMNAE ASOCIATION 1951 CLASS,,
606,46183703,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 895 000 HADASSAH METROWEST,,
607,46183704,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA INC 43 230 000 90000727 EVERETT CHELSEA,,
608,46183706,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 266 000 90000728 GLOUCESTER,,
609,46183718,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 884 000 90000747 MYSTIC VALLEY,,
610,46183722,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA INC 58 498 000 90000952 NEEDHAM,,
611,46183735,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA INC SHAR S,,
612,46183736,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 949 000 90002392 GREATER SPRINGF,,
613,46183742,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 819 000 90000960 WELLESLEY WESTO,,
614,46196028,DAUGHTERS OF THE AMERICAN COLONISTS MASSACHUSETTS STATE SOCIETY,,
615,46249988,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC HARWICH WOMANS CLUB,,
616,46294332,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC HOPKINTON WOMENS CLUB,,
617,46301617,WELLESLEY COLLEGE ALUMNAE ASSOC WORCESTER WELLESLEY CLUB,,
618,46356854,BIRTHRIGHT OF NEW BEDFORD INC,,
619,46357232,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 753 000 90000959 SUDBURY WAYLAND,,
620,46360759,TAUNTON GIRLS SOFTBALL INC,,
621,46408324,UXBRIDGE WOMANS CLUB SCHOLARSHIP FUND,,
622,46541215,CAPE ANN CHAPTER OF THE DAUGHTERS OF THE AMERICAN REVOLUTION TR SUSAN M HERRON ET AL CO TTEES,0.0,
623,50378571,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC RHODE ISLAND,,
624,50420697,TRUESDALE NURSES ALUMNI ASSOCIATION,,
625,50438566,LA LECHE LEAGUE INTERNATIONAL INC LLL SOMERSET BRISTOL COUNTY,,
626,50442537,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA INC 78 000 000 90001291 WESTERN NEW ENG,,
627,50452946,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1988 CLASS OF,,
628,50488514,LA LECHE LEAGUE INTERNATIONAL INC LLL NEWPORT COUNTY ID 1852,,
629,50494597,WOMAN TO WOMAN SUPPORT NETWORK INC,,
630,60956271,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC BRIDGEPORT,,
631,61007608,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC SAN DIEGO COUNTY,,
632,61011858,WELLESLEY COLLEGE ALUMNAE ASSOC 1979 CLASS,,
633,61026120,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1955 CLASS OF,,
634,61027091,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1967 CLASS OF,,
635,61027632,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1951 CLASS OF,,
636,61043316,WELLESLEY COLLEGE ALUMNAE ASSOC 1981 CLASS,,
637,61085387,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY ALUMNAE CLUB OF NASHVILLE,,
638,61085391,WELLESLEY COLLEGE ALUMNAE ASSOC WASHINGTON STATE WELLESLEY CLUB,,
