Unnamed: 0,EIN,NAME,STREET,CITY,STATE,ZIP_PART_1,ZIP_PART_2,totcntrbgfts
3557,42555987,ROXBURY TENANTS OF HARVARD ASSOCIATION INC,11 NEW WHITNEY STREET,BOSTON,MA,2115,6276,125780.0
3558,42556027,TOP OF THE CAMPUS INC,CAMPUS CENTER UNIV OF MASS RM820,AMHERST,MA,1002,0,125780.0
3559,42556164,ASSOCIATES FOR HUMAN SERVICES INC,68 ALLISON AVE,TAUNTON,MA,2780,6958,125780.0
3560,42556236,THE MIDDLESEX COUNTY BAR ASSOCIATION,200 TRADE CENTER 3RD FLOOR,WOBURN,MA,1801,1877,125780.0
3561,42557022,NEW BEDFORD WOMENS CENTER INC,405 COUNTY ST,NEW BEDFORD,MA,2740,4935,125780.0
3562,42557074,WELLESLEY COOPERATIVE NURSERY SCHOOL INC,5 MERRILL RD,NATICK,MA,1760,5615,125780.0
3563,42557375,INDEPENDENT ORDER OF ODD FELLOWS,PO BOX 153,SHERBORN,MA,1770,153,125780.0
3564,42557549,REVELS INC,2 BRATTLE SQUARE,CAMBRIDGE,MA,2138,3742,125780.0
3565,42557572,FEDERATION FOR CHILDREN WITH SPECIAL NEEDS INC,529 MAIN ST STE 1M3,BOSTON,MA,2129,1117,125780.0
3566,42558218,SALESIAN BOYS & GIRLS CLUB INC,150 BYRON ST,EAST BOSTON,MA,2128,1594,125780.0
3567,42558817,ALLIANCE AFSCME-SEIU,8 BEACON ST,BOSTON,MA,2108,3722,125780.0
3568,42559035,CEDAR BROOK SCHOOL,24 RAISIE RD,REHOBOTH,MA,2769,0,125780.0
3569,42559056,FAITH LUTHERAN CHURCH,201 GRANITE ST,QUINCY,MA,2169,5013,125780.0
3570,42559263,PIONEER VALLEY CHURCH,56 PERKINS ST,CHICOPEE,MA,1013,1238,125780.0
3571,42560082,THE BOSTON CAMERATA INC,PO BOX 120751,BOSTON,MA,2112,751,125780.0
3572,42560456,UNITE HERE,101 STATION LANDING 4TH FL EAST,MEDFORD,MA,2155,5134,125780.0
3573,42560554,HAMPSHIRE FRANKLIN CHILDRENS DAY CARE CENTER INC,PO BOX 9617,AMHERST,MA,1059,9617,125780.0
3574,42560714,GREEK ORTHODOX PARISH OF ROSLINDALE-WEST ROXBURY INC,39 BELGRADE AVE,ROSLINDALE,MA,2131,3025,125780.0
3575,42561536,CATAMOUNT SPORTSMENS CLUB OF COL RAIN INC,61 HEATH RD,COLRAIN,MA,1340,0,125780.0
3576,42562356,CONGREATION BETH CHAVERIM OF MILFORD INC,PO BOX 325,MEDWAY,MA,2053,325,125780.0
3577,42562377,BROCKTON AREA MULTI-SERVICES INC,10 CHRISTY DR,BROCKTON,MA,2301,1812,125780.0
3578,42562646,MYSTIC VALLEY ELDER SERVICES INC,300 COMMERCIAL ST STE 19,MALDEN,MA,2148,7311,125780.0
3579,42562758,UNITED PARISH OF CARVER,115 MAIN ST,CARVER,MA,2330,1374,125780.0
3580,42562763,GUN OWNERS ACTION LEAGUE INC,361 W MAIN ST,NORTHBORO,MA,1532,2117,125780.0
3581,42562893,COLLABORATIVE FOR EDUCATIONAL SERVICES INC,97 HAWLEY ST,NORTHAMPTON,MA,1060,3377,125780.0
3582,42562930,COMMUNITY COOPERATIVE NURSERY SCHOOL INC,PO BOX 194,ANDOVER,MA,1810,4,125780.0
3583,42563054,ARTS BOSTON INC,PO BOX 171376,BOSTON,MA,2117,3215,125780.0
3584,42563340,HIGHLAND-VALLEY ELDER SERVICES INC,320 RIVERSIDE DR STE B,FLORENCE,MA,1062,2707,125780.0
3585,42563657,LOWELL CATHOLIC,530 STEVENS ST,LOWELL,MA,1851,4029,125780.0
3586,42564426,CENTER FOR LIVING & WORKING INC,18 CHESTNUT ST STE 540,WORCESTER,MA,1608,1558,125780.0
3587,42564849,COMMUNITY MINORITY CULTURAL CENTER INC,298 UNION ST,LYNN,MA,1901,1342,125780.0
3588,42564960,WIDE HORIZONS FOR CHILDREN INC,391 TOTTEN POND RD STE 303,WALTHAM,MA,2451,2014,125780.0
3589,42565019,CHINESE ECONOMIC DEVELOPMENT COUNCIL INC,65 HARRISON AVE 7TH FLOOR,BOSTON,MA,2111,1924,125780.0
3590,42565138,COMMUNITY CHAPLAIN SERVICE INC,317 COCASSET ST,FOXBORO,MA,2035,2207,125780.0
3591,42565437,POWER AND SYSTEMS TRAINING INC,PO BOX 71,MEDWAY,MA,2053,71,125780.0
3592,42565514,CONCORD CHILDRENS CENTER INC,1300 MAIN ST,CONCORD,MA,1742,3027,125780.0
3593,42565823,WILLITS HALLOWELL CENTER INC,50 COLLEGE ST,SOUTH HADLEY,MA,1075,1445,125780.0
3594,42565937,ST JOSEPH MANOR HEALTH CARE INC,215 THATCHER ST,BROCKTON,MA,2302,3949,125780.0
3595,42566040,CAPE COD COLLABORATIVE,418 BUMPS RIVER RD,OSTERVILLE,MA,2655,1551,125780.0
3596,42566212,CARIBBEAN FOUNDATION OF BOSTON INC,317 BLUE HILL AVE,DORCHESTER,MA,2121,4302,125780.0
3597,42566630,ALLIANCE FOR CHILDREN INC,292 RESERVOIR ST,NEEDHAM,MA,2494,3132,125780.0
3598,42566645,VINEYARD MONTESSORI SCHOOL INC,286 MAIN ST,VINEYARD HVN,MA,2568,5417,125780.0
3599,42571853,BIH RADIOLOGIC FOUNDATION INC,330 BROOKLINE AVE W CAMPUS RB30,BOSTON,MA,2215,5400,125780.0
3600,42572143,ALTERNATIVE HOME INC,1881 WORCESTER ROAD,FRAMINGHAM,MA,1701,5410,125780.0
3601,42572276,GREATER WORCESTER COMMUNITY FOUNDATION INC,370 MAIN ST STE 650,WORCESTER,MA,1608,1738,125780.0
3602,42572432,VICTORY BAPTIST CHURCH 97 FARMFIELD ST,7 PARK AVE,FAIRHAVEN,MA,2719,3022,125780.0
3603,42572761,VALLEY LIGHT OPERA INC,PO BOX 2143,AMHERST,MA,1004,2143,125780.0
3604,42572970,NORTHEAST LABOR-MANAGEMENT CENTER INC,462 MAIN ST STE 300,WATERTOWN,MA,2472,2246,125780.0
3605,42573248,COMMUNITIES FOR PEOPLE,418 COMMONWEALTH AVE,BOSTON,MA,2215,2801,125780.0
3606,42573260,FAIRLAWN CHRISTIAN REFORMED CHURCH,305 GOLDTHWAITE RD,WHITINSVILLE,MA,1588,1319,125780.0
3607,42573266,HEATH SCHOOL EXTENDED DAY INC,100 ELIOT ST,CHESTNUT HILL,MA,2467,1435,125780.0
3608,42573312,THE PAUL MADORE CHORALE INC,PO BOX 992,SALEM,MA,1970,6092,125780.0
3609,42573583,UNITY SPORTS & CULTURAL CLUB,10 DUNBAR AVE,DORCHESTER,MA,2124,3505,125780.0
3610,42573593,CHRISTIAN LIFE FELLOWSHIP CHURCH INC,9 WESTMINSTER AVE,ARLINGTON,MA,2474,2732,125780.0
3611,42573620,ALUMNI ASSOCIATION OF THE LAHEY CLINIC FOUNDATION,41 MALL RD,BURLINGTON,MA,1805,1,125780.0
3612,42573747,BAKER SCHOOL COOPERATIVE KINDERGARTEN INC,205 BEVERLY RD,CHESTNUT HILL,MA,2467,3136,125780.0
3613,42573978,WHITINSVILLE RETIREMENT SOCIETY INC,10 CHESTNUT ST,WHITINSVILLE,MA,1588,2202,125780.0
3614,42574089,WALDORF SCHOOL INC,739 MASSACHUSETTS AVE,LEXINGTON,MA,2420,3916,125780.0
3615,42574118,PRESBYTERIAN CHURCH IN BURLINGTON MASSACHUSETTS INC,335 CAMBRIDGE ST,BURLINGTON,MA,1803,2046,125780.0
3616,42574322,BERTOCCI MEMORIAL CLUB OF BROCKTON INC,594 MONTELLO ST,BROCKTON,MA,2301,6073,125780.0
3617,42574393,CAPE ANN BIBLE CHURCH,THOMPSON STREET,GLOUCESTER,MA,1930,0,125780.0
3618,42574665,NORTH SHORE KENNEL CLUB INC,7 ABERDEEN AVE,SAUGUS,MA,1906,3986,125780.0
3619,42574795,BETA COMMUNITY PARTNERSHIPS INC,146 BANK ST,ATTLEBORO,MA,2703,1743,125780.0
3620,42574799,MASSACHUSETTS ACADEMY OF TRIAL ATTORNEYS INC,561 VIRGINIA RD STE 218,CONCORD,MA,1742,2768,125780.0
3621,42575085,MILFORD CATHOLIC ELEMENTARY SCHOOL,11 E MAIN ST,MILFORD,MA,1757,2701,125780.0
3622,42575134,ACADEMY OF PERFORMING ARTS INCORPORATED,PO BOX 1843,ORLEANS,MA,2653,1843,125780.0
3623,42575322,VICTORY PROGRAMS INC,965 MASSACHUSETTS AVE,BOSTON,MA,2118,2613,125780.0
3624,42575578,CHARLESTOWN WORKING THEATER INC,442 BUNKER HILL ST,CHARLESTOWN,MA,2129,1718,125780.0
3625,42575580,GARDNER RABBIT CLUB INC,PO BOX 216,E TEMPLETON,MA,1438,216,125780.0
3626,42575587,MOHAWK HIGH MUSIC ASSOCIATION,24 ASHFIELD RD,SHELBURNE FLS,MA,1370,9416,125780.0
3627,42575615,LAWRENCE EXTENDED DAY PROGRAM INC,27 FRANCIS ST,BROOKLINE,MA,2446,6602,125780.0
3628,42575938,AMERICAN FEDERATION OF TEACHERS,PO BOX 514,BILLERICA,MA,1821,514,125780.0
3629,42576088,JAMAICA PLAIN WEST SPANISH CONGREGATION OF JEHOVAH WITNESSES,10 KINGSBORO PARK,JAMAICA PLAIN,MA,2130,2125,125780.0
3630,42576251,AMERICAN FEDERATION OF TEACHERS,100 LITTLETON RD,WESTFORD,MA,1886,3123,125780.0
3631,42576407,MASSACHUSETTS TEACHERS ASSOCIATION,775 BAY RD,S HAMILTON,MA,1982,1053,125780.0
3632,42576446,KNIGHTS OF COLUMBUS,10 BROOK ST,ANDOVER,MA,1810,3712,125780.0
3633,42576523,CLEARWAY SCHOOL INC,573B WASHINGTON ST,NEWTON,MA,2458,1423,125780.0
3634,42576755,ORANGE HISTORICAL SOCIETY,41 N MAIN ST,ORANGE,MA,1364,1017,125780.0
3635,42576764,OLD STOUGHTON MUSICAL SOCIETY,6 PARK ST,STOUGHTON,MA,2072,0,125780.0
3636,42576834,NORWOOD MEALS ON WHEELS INC,14 KATHLEEN LN,NORWOOD,MA,2062,1928,125780.0
3637,42576942,MASSACHUSETTS ENVIRONMENTAL HEALTH ASSN,108 DOUGLAS RD,NEEDHAM,MA,2492,4506,125780.0
3638,42577082,MASSACHUSETTS SOCIETY OF PATHOLOGISTS INC,22 HUTCHINS RD,MEDFORD,MA,2155,1616,125780.0
3639,42577104,PARTING WAYS THE MUSEUM OF AFRO-AMERICAN ETHNOHISTORY INC,PLYMOUTH ROAD,PLYMOUTH,MA,2360,0,125780.0
3640,42577109,GREATER GARDNER ASSOCIATION FOR RETARDED CITIZENS INC,14 LEOMINSTER ST,WESTMINSTER,MA,1473,1518,125780.0
3641,42577160,OPERATION FRIENDSHIP OF AMERICA INC,20 CEDAR HILL ST,PALMER,MA,1069,2204,125780.0
3642,42577162,INSTITUTE OF TRADITIONAL SCIENCE INC,27 CONCORD AVE,CAMBRIDGE,MA,2138,2309,125780.0
3643,42577271,PILGRIM CHURCH,COMMON ST,SOUTHBOROUGH,MA,1772,0,125780.0
3644,42577276,CLUB PORTUGUES DE INSTRUCAO E RECREIO,119 PROSPECT HTS,MILFORD,MA,1757,3136,125780.0
3645,42577580,OHRENBERGER COMMUNITY SCHOOL COUNCIL INC,175 W BOUNDARY RD,WEST ROXBURY,MA,2132,4716,125780.0
3646,42577599,INTERNATIONAL UNION OF ELECTRICAL RADIO & MACHINE WORKERS CIO BLDG A,112 EXCHANGE ST,LYNN,MA,1901,1435,125780.0
3647,42577609,ACTON MASSACHUSETTS WOMENS CLUB INC,PO BOX 2253,ACTON,MA,1720,6253,125780.0
3648,42577639,NATIONAL ASSOCIATION OF WATCH & CLOCK COLLECTORS INC,49 BELTRAN ST,MALDEN,MA,2148,2503,125780.0
3649,42577646,MASSACHUSETTS TEACHERS ASSOCIATION,175 PARK ST,NORTH READING,MA,1864,2499,125780.0
3650,42577850,ANDOVER EDUCATIONAL IMPROVEMENT ASSOCIATION INC,20 GLENWOOD ST,AMESBURY,MA,1913,1125,125780.0
3651,42578061,LEXINGTON BICENTENNIAL BAND INC,PO BOX 173,LEXINGTON,MA,2420,2,125780.0
3652,42578062,BOURNE HISTORICAL SOCIETY,PO BOX 3095,BOURNE,MA,2532,795,125780.0
3653,42578293,LOWELL FESTIVAL FOUNDATION,PO BOX 217,LOWELL,MA,1853,217,125780.0
3654,42578358,ERDMAN FAMILY SCHOOL INC,330 FIRST PARISH RD,SCITUATE,MA,2066,3859,125780.0
3655,42578507,MARY E STAPLETON PARENT-TEACHER ORGANIZATION,25 ELM ST,FRAMINGHAM,MA,1701,3467,125780.0
3656,42578709,ITEM CHRISTMAS APPEAL,200 CHURCH ST,CLINTON,MA,1510,2502,125780.0
3657,42578752,DOROTHY BRUNO HILLS TENNIS LEAGUE INC,58 PINE ST,DOVER,MA,2030,2426,125780.0
3658,42578910,PLOWSHARES EDUCATION DEVELOPMENT CENTER INC,457 WALNUT ST,NEWTONVILLE,MA,2460,2224,125780.0
3659,42578932,ROTARY INTERNATIONAL,PO BOX 587,AGAWAM,MA,1001,587,125780.0
3660,42578986,BERKSHIRE COUNTY HEAD START CHILD DEVELOPMENT PROGRAM INC,1 MEADOW LN,PITTSFIELD,MA,1201,5618,125780.0
3661,42579354,TITANIC HISTORICAL SOCIETY INCORPORATED,PO BOX 51053,INDIAN ORCH,MA,1151,5053,125780.0
3662,42579359,LAWRENCE H AND DORIS M FISHER FAMILY CHARITABLE FUND,63 KINNICUTT RD,WORCESTER,MA,1602,1548,125780.0
3663,42579421,NEW ENGLAND VENTURE CAPITAL ASSOCIATION,50 MILK STREET 16TH FLOOR,BOSTON,MA,2109,5002,125780.0
3664,42579527,GREATER ROSLINDALE HEALTH ORGANIZATION INC,4199 WASHINGTON ST,ROSLINDALE,MA,2131,1733,125780.0
3665,42579742,SOUTHWICK FIREMANS ASSOCIATION INC,PO BOX 532,SOUTHWICK,MA,1077,532,125780.0
3666,42579888,FRIENDS OF BROOKS FREE LIBRARY INC,739 MAIN ST,HARWICH,MA,2645,2752,125780.0
3667,42579946,HOLY GHOST BROTHERHOOD OF CHARITY,43 BROAD ST,REHOBOTH,MA,2769,1214,125780.0
3668,42579990,HARWICH FIRE ASSN INC,PO BOX 23,HARWICH,MA,2645,23,125780.0
3669,42580285,FRIENDS OF THE JONATHAN BOURNE PUBLIC LIBRARY INC,19 SANDWICH RD,BOURNE,MA,2532,3627,125780.0
3670,42580413,SONS OF ITALY IN AMERICA,5 HILLCREST RD,BURLINGTON,MA,1803,2408,125780.0
3671,42580420,BELMONT SOCCER ASSOCIATION INC,PO BOX 520,BELMONT,MA,2478,9,125780.0
3672,42580519,BRIDGEWATER YOUTH SOCCER ASSOCIATION INC,PO BOX 562,BRIDGEWATER,MA,2324,562,125780.0
3673,42580633,POWERS MUSIC SCHOOL INC,160 LEXINGTON ST,BELMONT,MA,2478,1240,125780.0
3674,42580638,CONGREGATION BNAI SHALOM INC,117 E MAIN ST,WESTBOROUGH,MA,1581,1456,125780.0
3675,42580672,MASSACHUSETTS ASSOCIATION OF ELECTROLOGISTS,48 SPRUCE RD,WESTMINSTER,MA,1473,1506,125780.0
3676,42580704,SHARING INC,PO BOX 850153,BRAINTREE,MA,2185,153,125780.0
3677,42580877,VETERANS OF FOREIGN WARS DEPARTMENT OF MASSACHUSETTS,PO BOX 114,NATICK,MA,1760,2,125780.0
3678,42580963,SPENCER BRANCH OF MASS POLICE ASSOC,9 W MAIN ST,SPENCER,MA,1562,2418,125780.0
3679,42580996,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,8 BEACON STREET,BOSTON,MA,2108,3722,125780.0
3680,42581129,GREATER LYNN SENIOR SERVICES INC,8 SILSBEE ST,LYNN,MA,1901,1404,125780.0
3681,42581320,HILLSIDE AGRICULTURAL SOCIETY INC,PO BOX 70,CUMMINGTON,MA,1026,70,125780.0
3682,42581472,PROPRIETORS OF THE BURNETT BURIAL PARK,45 MOODY ST UNIT 302,WALTHAM,MA,2453,5375,125780.0
3683,42581601,MEDFORD SENIOR CITIZENS INC,101 RIVERSIDE AVE,MEDFORD,MA,2155,4607,125780.0
3684,42581620,MISSION HILL HEALTH MOVEMENT INC,1534 TREMONT ST,ROXBURY XING,MA,2120,2929,125780.0
3685,42581774,DANTE ALIGHIERI SOCIETY OF MASSACHUSETTS,41 HAMPSHIRE ST,CAMBRIDGE,MA,2139,1547,125780.0
3686,42581785,MASSACHUSETTS CHAPTER OF THE AMERICAN NEEDLEPOINT GUILD INC,12 RODERICK AVE,BEVERLY,MA,1915,4061,125780.0
3687,42581869,THE SPRINGFIELD ECCLESIA OF CHRISADELPHIANS INC,710 WHITE ST,SPRINGFIELD,MA,1108,3256,125780.0
3688,42581946,INTERNATONAL RELATIONS COUNCIL INC HARVARD UNIVERSITY,59 SHEPARD ST SOCH BOX 205,CAMBRIDGE,MA,2138,1558,125780.0
3689,42581948,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,8 BEACON STREET,BOSTON,MA,2108,3722,125780.0
3690,42582019,CHINESE BIBLE CHURCH OF GREATER BOSTON,149 OLD SPRING ST,LEXINGTON,MA,2421,8021,125780.0
3691,42582119,COMMUNITY HEALTH PROGRAMS INC,PO BOX 30,GT BARRINGTON,MA,1230,30,125780.0
3692,42582187,ROSIES PLACE INC,889 HARRISON AVE,BOSTON,MA,2118,4004,125780.0
3693,42582210,CUMMINGTON FIRE ASSOCIATION INC,MAIN STREET,CUMMINGTON,MA,1026,0,125780.0
3694,42582248,FRIENDS OF THE SOUTH SHORE HOSPITAL,55 FOGG RD,S WEYMOUTH,MA,2190,2432,125780.0
3695,42582260,SIGMA PHI GAMMA INTERNATIONAL SORORITY INC,220 PARK ST APT 14,N ATTLEBORO,MA,2760,1242,125780.0
3696,42582719,ELEPHANT ROCK BEACH CLUB INC,PO BOX 3435,WESTPORT,MA,2790,703,125780.0
3697,42582793,MASSACHUSETTS TEACHERS ASSOCIATION,351 PLEASANT LAKE AVE,HARWICH,MA,2645,1813,125780.0
3698,42582808,COUNSELING CENTER IN THE BERKSHIRES INC,34 DEPOT ST STE 201,PITTSFIELD,MA,1201,5130,125780.0
3699,42582907,BREWSTER POLICE RELIEF ASSOC INC,631 HARWICH RD,BREWSTER,MA,2631,5250,125780.0
3700,42582944,DAUGHTERS OF ISRAEL INC,103 WASHINGTON ST,BRIGHTON,MA,2135,0,125780.0
3701,42582959,WARREN RURAL IMPROVEMENT ASSOCIATION,PO BOX 275,WARREN,MA,1083,275,125780.0
3702,42582960,MASSACHUSETTS ASSOC OF BLOOD BANKS,PO BOX 3856,ATTLEBORO,MA,2703,63,125780.0
3703,42583018,WESTGATE CHURCH,100 WINTER ST,WESTON,MA,2493,2613,125780.0
3704,42583027,KAJI ASO STUDIO INC,40 SAINT STEPHEN ST,BOSTON,MA,2115,4510,125780.0
3705,42583057,PUBLIC RESPONSIBILITY IN MEDICINE AND RESEARCH,20 PARK PLZ STE 1421,BOSTON,MA,2116,4304,125780.0
3706,42583137,DEMOLAY INTERNATIONAL,24 MAIN ST,NATICK,MA,1760,4530,125780.0
3707,42583221,MILFORD HEBREW ASSOCIATION,PO BOX 30,MILFORD,MA,1757,30,125780.0
3708,42583496,CHATHAM RETIRED MENS ASSOCIATION INCORPORATED,702 MAIN ST,CHATHAM,MA,2633,1825,125780.0
3709,42583945,ROTARY INTERNATIONAL,PO BOX 2721,NANTUCKET,MA,2584,2721,125780.0
3710,42584084,WORCESTER AREA INTERGROUP INC,100 GROVE ST STE 314,WORCESTER,MA,1605,2654,125780.0
3711,42584547,DELTA PROJECTS INC,118 ALLIED DR,DEDHAM,MA,2026,6146,125780.0
3712,42584551,ELIZABETH FREEMAN CENTER INC,43 FRANCIS AVE,PITTSFIELD,MA,1201,5053,125780.0
3713,42584668,SOUTH NORFOLK COUNTY RESIDENCES,789 CLAPBOARDTREE ST,WESTWOOD,MA,2090,1717,125780.0
3714,42584861,GLOUCESTER ASSEMBLY OF GOD INC,211 WASHINGTON ST,GLOUCESTER,MA,1930,2642,125780.0
3715,42585160,BENJAMIN D & RUBY G SCHULMAN FOUNDATION,BURNS LEVINSON LLP 125 HIGH STR,BOSTON,MA,2110,0,125780.0
3716,42585195,BOSTON VIEW CORPORATION,140 BOWDOIN ST,BOSTON,MA,2108,2702,125780.0
3717,42585335,ARMED FORCES COMMUNICATIONS AND ELECTRONICS ASSOCIATION,201 EDGEWATER DR 205,WAKEFIELD,MA,1880,6202,125780.0
3718,42585359,QUANNAPOWITT YACHT CLUB,PO BOX 1744,WAKEFIELD,MA,1880,5744,125780.0
3719,42585467,HADLEY HISTORICAL SOCIETY INC,12 MIDDLE ST,HADLEY,MA,1035,9703,125780.0
3720,42585869,FRIENDS OF THE WARHAM FREE LIBRARY,59 MARION RD,WAREHAM,MA,2571,1448,125780.0
3721,42585951,LITERACY VOLUNTEERS OF ORANGE-ATHOL INC,568 MAIN ST,ATHOL,MA,1331,1821,125780.0
3722,42586706,NMRS SCHOLARSHIP FOUNDATION INC,PO BOX 715,TOWNSEND,MA,1469,715,125780.0
3723,42586725,HAYMARKET PEOPLES FUND INC,42 SEAVERNS AVE,BOSTON,MA,2130,2884,125780.0
3724,42587111,PINECREST PROPERTY OWNERS ASSOC INC,PO BOX 123,HUBBARDSTON,MA,1452,123,125780.0
3725,42587119,BELCHERTOWN SENIOR CITIZENS CENTER ASSOCIATION INC,60 STATE ST,BELCHERTOWN,MA,1007,9494,125780.0
3726,42587212,MINUTEMAN SENIOR SERVICES INC,1 BURLINGTON WOODS DRIVE,BURLINGTON,MA,1803,4535,125780.0
3727,42587334,ALPHA TAU OMEGA FRATERNITY,62 PAQUAWKET PATH,GROTON,MA,1450,1034,125780.0
3728,42587341,SOUTH SHORE EDUCATIONAL COLLABORATIVE,75 ABINGTON ST,HINGHAM,MA,2043,4314,125780.0
3729,42587506,WESTERN MASS INTERGROUP,300 APPLETON ST,HOLYOKE,MA,1040,4902,125780.0
3730,42587614,MASSACHUSETTS LOBSTERMENS ASSOCIATION INC,8 OTIS PL,SCITUATE,MA,2066,1323,125780.0
3731,42587675,HARVARD-RADCLIFFE COLLEGIUM MUSICUM INC,HOLDEN CHAPEL HARVARD UNIVERSITY,CAMBRIDGE,MA,2138,0,125780.0
3732,42587863,OPEN SKY COMMUNITY SERVICES INC,4 MANN ST,WORCESTER,MA,1602,3414,125780.0
3733,42588103,HOLY GHOST SOCIETY OF EAST TAUNTON,545 MIDDLEBORO AVE,EAST TAUNTON,MA,2718,1115,125780.0
3734,42588140,COOPERATIVE PRODUCTION INC,PO BOX 506,NORTH DIGHTON,MA,2764,506,125780.0
3735,42588820,CHESTERFIELD HISTORICAL SOCIETY,PO BOX 85,CHESTERFIELD,MA,1012,85,125780.0
3736,42588840,CAPE ANN COMMERCIAL FISHERMENS LOAN FUND INC,PO BOX 5231,GLOUCESTER,MA,1930,3,125780.0
3737,42588952,FIRST BAPTIST CHURCH,129 LEXINGTON ST,BELMONT,MA,2478,1235,125780.0
3738,42589375,SCHOOL YEAR ABROAD INC,120 WATER STREET,NORTH ANDOVER,MA,1845,2648,125780.0
3739,42589518,ST PETERS EPISCOPAL CHURCH,351 ELM ST,S DARTMOUTH,MA,2748,3407,125780.0
3740,42589677,ST FRANCIS OF ASSISI RESIDENCES AT BRAINTREE INC,53 INDEPENDENCE AVENUE,BRAINTREE,MA,2184,1768,125780.0
3741,42589680,GENERAL CHARITABLE SOCIETY OF NEWBURYPORT,PO BOX 365,NEWBURYPORT,MA,1950,465,125780.0
3742,42589717,JACKSON MANN COMMUNITY SCHOOL COUNCIL INC,500 CAMBRIDGE ST,ALLSTON,MA,2134,2006,125780.0
3743,42589866,SILVER BEACH IMPROVEMENT ASSOCIATION,108 FARNHAM ST,BELMONT,MA,2478,3178,125780.0
3744,42590167,MASTER WARDENS & MEMBERS OF THE GRAND LODGE OF MASONS IN MASS,73 THAYER RD,MONSON,MA,1057,9444,125780.0
3745,42590177,ALTERNATIVE SUPPORTS INC,77 RUMFORD AVENUE,WALTHAM,MA,2453,3872,125780.0
3746,42590459,NORTON POLICE ASSOC IBPO 525,82 E MAIN ST,NORTON,MA,2766,2310,125780.0
3747,42590634,QUINCY POLICE SUPERIOR OFFICERS ASSOCIATION,1 SEA ST,QUINCY,MA,2169,2570,125780.0
3748,42590712,SOUTH EASTERN MASSACHUSETTS AMATEUR RADIO ASSOCIATION INCORPORATED,54 DONALD ST,S DARTMOUTH,MA,2748,1902,125780.0
3749,42590813,MASTER WARDENS & MEMBERS OF THE GRAND LODGE OF MASONS IN MASS,42 CENTRAL ST,GARDNER,MA,1440,1608,125780.0
3750,42590869,COLUMBIAN ASSOCIATES OF WHITMAN AND CARDINAL SPELLMAN COUNCIL 437 K OF,1195 BEDFORD ST,WHITMAN,MA,2382,1147,125780.0
3751,42591080,THORNTON W BURGESS SOCIETY INC,6 DISCOVERY HILL RD,EAST SANDWICH,MA,2537,1316,125780.0
3752,42591265,DIGHTON BASEBALL LEAGUE INC,PO BOX 395,NORTH DIGHTON,MA,2764,395,125780.0
3753,42591272,CONCERNED ADVOCATES OF NEW ENGLAND INC,PO BOX 252,MALDEN,MA,2148,3,125780.0
3754,42591290,YOUTH CENTER INCORPORATED,92 CHURCH STREET,CHESHIRE,MA,1225,0,125780.0
3755,42591297,NANTUCKET PLATFORM TENNIS ASSOCIATION INC,82 HINSDALE ROAD,NANTUCKET,MA,2554,0,125780.0
3756,42591460,EVANGELICAL LUTHERAN CHURCH IN AMERICA,2070 WASHINGTON ST,BRAINTREE,MA,2184,8623,125780.0
3757,42591470,CALVARY COMMUNITY CHURCH,19 VASSALL ST,QUINCY,MA,2170,2023,125780.0
3758,42591478,ROWLEY HISTORICAL SOCIETY,PO BOX 41,ROWLEY,MA,1969,41,125780.0
3759,42591499,NICKERSON FAMILY ASSOCIATION INC,PO BOX 296,NORTH CHATHAM,MA,2650,296,125780.0
3760,42591662,MASSACHUSETTS ASSOCIATION OF LANDSCAPE PROFESSIONALS INC,67 WEST STREET,MEDFIELD,MA,2052,1577,125780.0
3761,42592065,MASSACHUSETTS ASSOCIATION OF SCIENCE SUPERVISORS,61 BALDWIN AVE,MARLBOROUGH,MA,1752,1311,125780.0
3762,42592184,ARTS EXTENSION INSTITUTE INC,33 BARDWELL ST,FLORENCE,MA,1062,1305,125780.0
3763,42592391,INFORMATION SYSTEMS AUDIT AND CONTROL ASSOCIATION INC,PO BOX 170951,BOSTON,MA,2117,1181,125780.0
3764,42592401,AMERICAN LEGION MILLER TERRELL POST 199,PO BOX 11,WEST TOWNSEND,MA,1474,11,125780.0
3765,42592472,CAPE COD ACADEMY INC,50 OSTERVILLE WEST BARNSTABLE RD,OSTERVILLE,MA,2655,1549,125780.0
3766,42592527,FIRST BAPTIST CHURCH OF DUXBURY,2 TREMONT ST,DUXBURY,MA,2332,4764,125780.0
3767,42592549,BERKSHIRE EDUCATION AND CORRECTION SERVICES INC,PO BOX 873,SHEFFIELD,MA,1257,873,125780.0
3768,42592638,EAST LONGMEADOW SCHOLARSHIP FOUNDATION,PO BOX 66,EAST LONGMEADOW,MA,1028,0,125780.0
3769,42592764,COLONIAL FIGURE SKATING CLUB INC,PO BOX 517,ACTON,MA,1720,517,125780.0
3770,42593089,SHREWSBURY HISTORICAL SOCIETY,17 CHURCH RD,SHREWSBURY,MA,1545,1836,125780.0
3771,42593315,VENTURE COMMUNITY SERVICES INC,1 PICKER RD,STURBRIDGE,MA,1566,1252,125780.0
3772,42593328,MASTER WARDENS & MEMBERS OF THE GRAND LODGE OF MASONS IN MASS,28 HODDER LN,HOPKINTON,MA,1748,0,125780.0
